"","YYYYMM","Value","energy_type","sector"
"602",201706,229.964,"Primary Energy","Residential"
"603",201707,202.984,"Primary Energy","Residential"
"604",201708,204.819,"Primary Energy","Residential"
"605",201709,215.293,"Primary Energy","Residential"
"606",201710,324.955,"Primary Energy","Residential"
"607",201711,628.232,"Primary Energy","Residential"
"608",201712,1035.717,"Primary Energy","Residential"
"609",201713,6097.571,"Primary Energy","Residential"
"610",201801,1248.453,"Primary Energy","Residential"
"611",201802,886.633,"Primary Energy","Residential"
"612",201803,856.123,"Primary Energy","Residential"
"613",201804,610.996,"Primary Energy","Residential"
"614",201805,293.216,"Primary Energy","Residential"
"615",201806,229.135,"Primary Energy","Residential"
"616",201807,215.129,"Primary Energy","Residential"
"617",201808,205.208,"Primary Energy","Residential"
"618",201809,221.413,"Primary Energy","Residential"
"619",201810,410.433,"Primary Energy","Residential"
"620",201811,800.217,"Primary Energy","Residential"
"621",201812,1006.248,"Primary Energy","Residential"
"622",201813,6982.06,"Primary Energy","Residential"
"623",201901,1215.209,"Primary Energy","Residential"
"624",201902,1034.994,"Primary Energy","Residential"
"625",201903,906.23,"Primary Energy","Residential"
"626",201904,485.602,"Primary Energy","Residential"
"627",201905,351.377,"Primary Energy","Residential"
"628",201906,248.805,"Primary Energy","Residential"
"629",201907,230.822,"Primary Energy","Residential"
"630",201908,230.848,"Primary Energy","Residential"
"631",201909,223.347,"Primary Energy","Residential"
"632",201910,376.593,"Primary Energy","Residential"
"633",201911,797.553,"Primary Energy","Residential"
"634",201912,988.959,"Primary Energy","Residential"
"635",201913,7089.313,"Primary Energy","Residential"
"636",202001,1043.21,"Primary Energy","Residential"
"637",202002,934.525,"Primary Energy","Residential"
"638",202003,705.824,"Primary Energy","Residential"
"639",202004,537.883,"Primary Energy","Residential"
"640",202005,384.072,"Primary Energy","Residential"
"641",202006,252.315,"Primary Energy","Residential"
"642",202007,226.049,"Primary Energy","Residential"
"643",202008,214.097,"Primary Energy","Residential"
"644",202009,241.492,"Primary Energy","Residential"
"645",202010,379.165,"Primary Energy","Residential"
"646",202011,599.015,"Primary Energy","Residential"
"647",202012,1009.463,"Primary Energy","Residential"
"648",202013,6526.458,"Primary Energy","Residential"
"649",202101,1126.047,"Primary Energy","Residential"
"650",202102,1106.623,"Primary Energy","Residential"
"651",202103,769.855,"Primary Energy","Residential"
"652",202104,499.873,"Primary Energy","Residential"
"653",202105,357.965,"Primary Energy","Residential"
"654",202106,249.602,"Primary Energy","Residential"
"655",202107,226.647,"Primary Energy","Residential"
"656",202108,215.724,"Primary Energy","Residential"
"657",202109,235.408,"Primary Energy","Residential"
"658",202110,332.027,"Primary Energy","Residential"
"659",202111,657.747,"Primary Energy","Residential"
"660",202112,873.03,"Primary Energy","Residential"
"661",202113,6649.512,"Primary Energy","Residential"
"662",202201,1221.437,"Primary Energy","Residential"
"663",202202,1036.778,"Primary Energy","Residential"
"664",202203,801.428,"Primary Energy","Residential"
"665",202204,561.432,"Primary Energy","Residential"
"666",202205,346.159,"Primary Energy","Residential"
"667",202206,253.247,"Primary Energy","Residential"
"668",202207,234.158,"Primary Energy","Residential"
"669",202208,220.695,"Primary Energy","Residential"
"670",194913,4688.482,"End-Use Energy","Residential"
"671",195013,5075.876,"End-Use Energy","Residential"
"672",195113,5388.193,"End-Use Energy","Residential"
"673",195213,5477.581,"End-Use Energy","Residential"
"674",195313,5408.096,"End-Use Energy","Residential"
"675",195413,5659.126,"End-Use Energy","Residential"
"676",195513,6046.176,"End-Use Energy","Residential"
"677",195613,6329.206,"End-Use Energy","Residential"
"678",195713,6278.929,"End-Use Energy","Residential"
"679",195813,6703.989,"End-Use Energy","Residential"
"680",195913,6818.344,"End-Use Energy","Residential"
"681",196013,7338.626,"End-Use Energy","Residential"
"682",196113,7507.703,"End-Use Energy","Residential"
"683",196213,7874.476,"End-Use Energy","Residential"
"684",196313,7945.857,"End-Use Energy","Residential"
"685",196413,8039.76,"End-Use Energy","Residential"
"686",196513,8272.86,"End-Use Energy","Residential"
"687",196613,8582.145,"End-Use Energy","Residential"
"688",196713,8872.422,"End-Use Energy","Residential"
"689",196813,9235.299,"End-Use Energy","Residential"
"690",196913,9699.546,"End-Use Energy","Residential"
"691",197013,9914.103,"End-Use Energy","Residential"
"692",197113,10132.579,"End-Use Energy","Residential"
"693",197213,10465.897,"End-Use Energy","Residential"
"694",197301,1519.56,"End-Use Energy","Residential"
"695",197302,1344.139,"End-Use Energy","Residential"
"696",197303,1141.401,"End-Use Energy","Residential"
"697",197304,858.084,"End-Use Energy","Residential"
"698",197305,671.797,"End-Use Energy","Residential"
"699",197306,520.362,"End-Use Energy","Residential"
"700",197307,491.535,"End-Use Energy","Residential"
"701",197308,506.921,"End-Use Energy","Residential"
"702",197309,533.991,"End-Use Energy","Residential"
"703",197310,609.497,"End-Use Energy","Residential"
"704",197311,859.322,"End-Use Energy","Residential"
"705",197312,1145.776,"End-Use Energy","Residential"
"706",197313,10202.388,"End-Use Energy","Residential"
"707",197401,1416.367,"End-Use Energy","Residential"
"708",197402,1225.897,"End-Use Energy","Residential"
"709",197403,1069.415,"End-Use Energy","Residential"
"710",197404,871.28,"End-Use Energy","Residential"
"711",197405,640.421,"End-Use Energy","Residential"
"712",197406,528.647,"End-Use Energy","Residential"
"713",197407,501.101,"End-Use Energy","Residential"
"714",197408,490.672,"End-Use Energy","Residential"
"715",197409,521.838,"End-Use Energy","Residential"
"716",197410,635.523,"End-Use Energy","Residential"
"717",197411,790.983,"End-Use Energy","Residential"
"718",197412,1189.216,"End-Use Energy","Residential"
"719",197413,9881.359,"End-Use Energy","Residential"
"720",197501,1330.735,"End-Use Energy","Residential"
"721",197502,1263.042,"End-Use Energy","Residential"
"722",197503,1162.376,"End-Use Energy","Residential"
"723",197504,1019.282,"End-Use Energy","Residential"
"724",197505,666.974,"End-Use Energy","Residential"
"725",197506,525.373,"End-Use Energy","Residential"
"726",197507,503.926,"End-Use Energy","Residential"
"727",197508,500.536,"End-Use Energy","Residential"
"728",197509,528.702,"End-Use Energy","Residential"
"729",197510,591.145,"End-Use Energy","Residential"
"730",197511,726.582,"End-Use Energy","Residential"
"731",197512,1178.358,"End-Use Energy","Residential"
"732",197513,9997.031,"End-Use Energy","Residential"
"733",197601,1510.09,"End-Use Energy","Residential"
"734",197602,1287.176,"End-Use Energy","Residential"
"735",197603,1057.265,"End-Use Energy","Residential"
"736",197604,823.575,"End-Use Energy","Residential"
"737",197605,663.427,"End-Use Energy","Residential"
"738",197606,555.121,"End-Use Energy","Residential"
"739",197607,517.388,"End-Use Energy","Residential"
"740",197608,502.566,"End-Use Energy","Residential"
"741",197609,519.779,"End-Use Energy","Residential"
"742",197610,637.724,"End-Use Energy","Residential"
"743",197611,987.99,"End-Use Energy","Residential"
"744",197612,1398.942,"End-Use Energy","Residential"
"745",197613,10461.043,"End-Use Energy","Residential"
"746",197701,1712.405,"End-Use Energy","Residential"
"747",197702,1455.146,"End-Use Energy","Residential"
"748",197703,1043.713,"End-Use Energy","Residential"
"749",197704,782.747,"End-Use Energy","Residential"
"750",197705,604.787,"End-Use Energy","Residential"
"751",197706,531.382,"End-Use Energy","Residential"
"752",197707,527.46,"End-Use Energy","Residential"
"753",197708,525.066,"End-Use Energy","Residential"
"754",197709,527.055,"End-Use Energy","Residential"
"755",197710,637.557,"End-Use Energy","Residential"
"756",197711,801.612,"End-Use Energy","Residential"
"757",197712,1246.921,"End-Use Energy","Residential"
"758",197713,10395.852,"End-Use Energy","Residential"
"759",197801,1457.177,"End-Use Energy","Residential"
"760",197802,1457.287,"End-Use Energy","Residential"
"761",197803,1238.686,"End-Use Energy","Residential"
"762",197804,836.801,"End-Use Energy","Residential"
"763",197805,682.574,"End-Use Energy","Residential"
"764",197806,549.271,"End-Use Energy","Residential"
"765",197807,535.843,"End-Use Energy","Residential"
"766",197808,555.685,"End-Use Energy","Residential"
"767",197809,557.495,"End-Use Energy","Residential"
"768",197810,644.624,"End-Use Energy","Residential"
"769",197811,834.145,"End-Use Energy","Residential"
"770",197812,1212.292,"End-Use Energy","Residential"
"771",197813,10561.878,"End-Use Energy","Residential"
"772",197901,1503.298,"End-Use Energy","Residential"
"773",197902,1493.316,"End-Use Energy","Residential"
"774",197903,1152.047,"End-Use Energy","Residential"
"775",197904,856.151,"End-Use Energy","Residential"
"776",197905,640.681,"End-Use Energy","Residential"
"777",197906,528.537,"End-Use Energy","Residential"
"778",197907,514.159,"End-Use Energy","Residential"
"779",197908,532.541,"End-Use Energy","Residential"
"780",197909,522.191,"End-Use Energy","Residential"
"781",197910,606.697,"End-Use Energy","Residential"
"782",197911,801.246,"End-Use Energy","Residential"
"783",197912,1098.265,"End-Use Energy","Residential"
"784",197913,10249.131,"End-Use Energy","Residential"
"785",198001,1287.854,"End-Use Energy","Residential"
"786",198002,1295.565,"End-Use Energy","Residential"
"787",198003,1132.815,"End-Use Energy","Residential"
"788",198004,817.491,"End-Use Energy","Residential"
"789",198005,616.391,"End-Use Energy","Residential"
"790",198006,534.478,"End-Use Energy","Residential"
"791",198007,530.482,"End-Use Energy","Residential"
"792",198008,533.217,"End-Use Energy","Residential"
"793",198009,532.167,"End-Use Energy","Residential"
"794",198010,618.291,"End-Use Energy","Residential"
"795",198011,816.796,"End-Use Energy","Residential"
"796",198012,1171.746,"End-Use Energy","Residential"
"797",198013,9887.904,"End-Use Energy","Residential"
"798",198101,1444.971,"End-Use Energy","Residential"
"799",198102,1227.466,"End-Use Energy","Residential"
"800",198103,993.522,"End-Use Energy","Residential"
"801",198104,709.127,"End-Use Energy","Residential"
"802",198105,588.973,"End-Use Energy","Residential"
"803",198106,508.588,"End-Use Energy","Residential"
"804",198107,520.547,"End-Use Energy","Residential"
"805",198108,515.969,"End-Use Energy","Residential"
"806",198109,495.15,"End-Use Energy","Residential"
"807",198110,633.724,"End-Use Energy","Residential"
"808",198111,775.945,"End-Use Energy","Residential"
"809",198112,1094.691,"End-Use Energy","Residential"
"810",198113,9510.042,"End-Use Energy","Residential"
"811",198201,1426.157,"End-Use Energy","Residential"
"812",198202,1261.056,"End-Use Energy","Residential"
"813",198203,1056.863,"End-Use Energy","Residential"
"814",198204,870.721,"End-Use Energy","Residential"
"815",198205,584.988,"End-Use Energy","Residential"
"816",198206,508.183,"End-Use Energy","Residential"
"817",198207,507.772,"End-Use Energy","Residential"
"818",198208,515.632,"End-Use Energy","Residential"
"819",198209,539.004,"End-Use Energy","Residential"
"820",198210,586.126,"End-Use Energy","Residential"
"821",198211,745.409,"End-Use Energy","Residential"
"822",198212,1034.264,"End-Use Energy","Residential"
"823",198213,9636.085,"End-Use Energy","Residential"
"824",198301,1365.646,"End-Use Energy","Residential"
"825",198302,1128.117,"End-Use Energy","Residential"
"826",198303,1023.112,"End-Use Energy","Residential"
"827",198304,850.67,"End-Use Energy","Residential"
"828",198305,616.214,"End-Use Energy","Residential"
"829",198306,509.505,"End-Use Energy","Residential"
"830",198307,519.576,"End-Use Energy","Residential"
"831",198308,547.646,"End-Use Energy","Residential"
"832",198309,531.285,"End-Use Energy","Residential"
"833",198310,546.283,"End-Use Energy","Residential"
"834",198311,704.293,"End-Use Energy","Residential"
"835",198312,1053.469,"End-Use Energy","Residential"
"836",198313,9394.506,"End-Use Energy","Residential"
"837",198401,1502.737,"End-Use Energy","Residential"
"838",198402,1183.714,"End-Use Energy","Residential"
"839",198403,1096.344,"End-Use Energy","Residential"
"840",198404,873.121,"End-Use Energy","Residential"
"841",198405,662.715,"End-Use Energy","Residential"
"842",198406,542.795,"End-Use Energy","Residential"
"843",198407,541.546,"End-Use Energy","Residential"
"844",198408,548.87,"End-Use Energy","Residential"
"845",198409,543.597,"End-Use Energy","Residential"
"846",198410,568.461,"End-Use Energy","Residential"
"847",198411,749.722,"End-Use Energy","Residential"
"848",198412,1060.329,"End-Use Energy","Residential"
"849",198413,9872.937,"End-Use Energy","Residential"
"850",198501,1325.966,"End-Use Energy","Residential"
"851",198502,1387.938,"End-Use Energy","Residential"
"852",198503,1035.662,"End-Use Energy","Residential"
"853",198504,790.041,"End-Use Energy","Residential"
"854",198505,576.248,"End-Use Energy","Residential"
"855",198506,534.888,"End-Use Energy","Residential"
"856",198507,544.651,"End-Use Energy","Residential"
"857",198508,554.373,"End-Use Energy","Residential"
"858",198509,556.134,"End-Use Energy","Residential"
"859",198510,601.545,"End-Use Energy","Residential"
"860",198511,737.737,"End-Use Energy","Residential"
"861",198512,1216.347,"End-Use Energy","Residential"
"862",198513,9857.531,"End-Use Energy","Residential"
"863",198601,1379.792,"End-Use Energy","Residential"
"864",198602,1201.972,"End-Use Energy","Residential"
