,text,clean_text,neg,neu,pos,compound
517,"Ankara has been expanding gas pipelines for a long time.
But not for domestic consumption, but with the aim of becoming an energy hub and transferring gas to other countries.
#Energy
#Turkey
#Russia
#Gas",ankara expand gas pipeline long time domestic consumption aim energy hub transfer gas country energy turkey russia gas,0.057,0.705,0.239,1.0
518,"RT @hubermanlab: If caffeine gives you the jitters, take 100mg Theanine alongside it. This is actually the approach many energy drink (and…",rt hubermanlab caffeine give jitter mg theanine alongside actually approach energy drink,0.057,0.705,0.238,1.0
519,"@JohnStossel You say it as if the only action being asked for is us to drive electric cars... Climate activists are working towards:
- greener energy generation 
- less consumption
- reduce flying - invest in mass public transportation
- reduce meat consumption
It's not happening in isolation",johnstossel action ask drive electric car climate activist work greener energy generation consumption reduce fly invest mass public transportation reduce meat consumption happen isolation,0.057,0.705,0.238,1.0
520,"RT @hubermanlab: If caffeine gives you the jitters, take 100mg Theanine alongside it. This is actually the approach many energy drink (and…",rt hubermanlab caffeine give jitter mg theanine alongside actually approach energy drink,0.057,0.705,0.238,1.0
521,@stmiteva energy consumption and loss of precious time in their lives! what do they think they will achieve with this?,stmiteva energy consumption loss precious time life think achieve,0.057,0.705,0.238,1.0
522,RT @AltcoinDailyio: The same people who FUD #Bitcoin energy consumption do THIS 👇🎄 https://t.co/X9yG7YFs6I,rt altcoindailyio people fud bitcoin energy consumption,0.057,0.705,0.238,1.0
523,"RT @arduino: Monitor your energy consumption through the Arduino IoT Cloud using a MKR WiFi 1010, a MKR 485 Shield, and a Modbus-compatible…",rt arduino monitor energy consumption arduino iot cloud mkr wifi mkr shield modbus compatible,0.057,0.705,0.238,1.0
524,RT @DigiEconomist: My latest research shows that Ethereum’s merge reduced the network’s energy consumption by at least 99.84%! It's time fo…,rt digieconomist late research show ethereum merge reduce network energy consumption time fo,0.057,0.705,0.238,1.0
525,"14% by which total global energy consumption has increased over the last decade. 

11% by which total global population increased during that same period. 

6% by which total global carbon emissions from energy use increased over the decade.

https://t.co/bYj4mXO4ge",total global energy consumption increase decade total global population increase period total global carbon emission energy use increase decade,0.057,0.705,0.238,1.0
526,"Prometheus Bound, or Where’s My Flying Car? Sometime in the 1970s, energy consumption falls off the Henry Adams curve of exponential growth. Diminishing returns? Eco-consciousness? Failure of nerve? World of today is not 1950/60s world of tomorrow. https://t.co/1ezeReycmf https://t.co/su41LbHsKo",prometheus bind s fly car s energy consumption fall henry adams curve exponential growth diminish return eco consciousness failure nerve world today s world tomorrow,0.057,0.705,0.238,1.0
527,New US bill demands Bitcoin miners declare energy consumption https://t.co/VmUSSf9rwJ,new bill demand bitcoin miner declare energy consumption,0.057,0.705,0.238,1.0
528,"RT @hubermanlab: If caffeine gives you the jitters, take 100mg Theanine alongside it. This is actually the approach many energy drink (and…",rt hubermanlab caffeine give jitter mg theanine alongside actually approach energy drink,0.057,0.705,0.238,1.0
529,https://t.co/jVpPjVKIS2 #renewableenergy #energy #energyproduction #America #China #electricity #windenergy #solarenergy #hydroenergy #renewables #renewablepower #Russia #Germany #Africa #India #Canada #Brazil #Europe #Asia #Oceania #SouthAmerica #Latam #Japan #Turkey #Norway https://t.co/AmLiALUWSM,renewableenergy energy energyproduction america china electricity windenergy solarenergy hydroenergy renewables renewablepower russia germany africa india canada brazil europe asia oceania southamerica latam japan turkey norway,0.057,0.706,0.238,1.0
530,How does AI energy consumption compare to crypto/NFTs?,ai energy consumption compare crypto nft,0.057,0.706,0.238,1.0
531,"RT @garquake: India's fuel consumption, a proxy for oil demand, rose 10.2% year-on-year in November to 18.84 million tonnes, data from the…",rt garquake indias fuel consumption proxy oil demand rise year year november million tonne datum,0.057,0.706,0.237,1.0
532,"@skdh @JohnWFarrell In that energy that does not avoid consumption is broken down into hyperbolic states. That just dissipate into the fields that make up dark energy, which is probably not visible on the light spectrum and just made out of a shit ton of black holes😂. To be quite honest.",skdh johnwfarrell energy avoid consumption break hyperbolic state dissipate field dark energy probably visible light spectrum shit ton black hole honest,0.057,0.705,0.237,1.0
533,@skdh @JohnWFarrell This is the best explanation for both gravity and dark energy in that everything in the universe is evolving to conserve angular momentum. Why is this? Well looking at everything in the known universe we can say with high certainty that it is to avoid consumption.,skdh johnwfarrell good explanation gravity dark energy universe evolve conserve angular momentum look know universe high certainty avoid consumption,0.057,0.705,0.237,1.0
534,"The process of Bitcoin mining is very secure, but it demands enormous computing power and energy consumption as users essentially “burn money” to solve the computational puzzle that earns them more Bitcoin.
https://t.co/MtP4kjnsCZ

#PiNetwork
#PiPayment",process bitcoin mining secure demand enormous computing power energy consumption user essentially burn money solve computational puzzle earn bitcoin pinetwork pipayment,0.057,0.705,0.238,1.0
535,"Theory of rotating #Windturbine Number 439 🔼🌪️
[ Resource Depletion ]
A W🌏rlds requires 23,900 TWh of consumption. A #SynchronousTurbine is created to use less #ResourceDepletion. Where as only one per Country, or ultimately one per planet is required for total @ENERGY output⚡️ https://t.co/HLf1nAHUUV",theory rotate windturbine number resource depletion wrld require twh consumption synchronousturbine create use resourcedepletion country ultimately planet require total energy output,0.057,0.705,0.237,1.0
536,"RT @axios: The International Energy Agency is projecting a ""noticeable peak in overall fossil fuel consumption within this decade"" under na…",rt axios international energy agency project noticeable peak overall fossil fuel consumption decade na,0.057,0.706,0.237,1.0
537,"RT @remote_work_io: Remote work is the ultimate environmental policy!

- Reduced car traffic
- Reduced business travel
- Less crowded publi…",rt remoteworkio remote work ultimate environmental policy reduce car traffic reduce business travel crowded publi,0.057,0.706,0.237,1.0
538,"RT @ColumbiaUEnergy: India is ranked 3rd globally in carbon emissions, having emitted 2.7 billion metric tons of CO2 in 2021. The country’s…",rt columbiauenergy india rank rd globally carbon emission having emit billion metric ton co country,0.057,0.706,0.237,1.0
539,@elonmusk They have to. They need to slow economic activity to lower energy consumption to meet Biden/WEF global energy debacle.,elonmusk need slow economic activity lower energy consumption meet biden wef global energy debacle,0.057,0.706,0.237,1.0
540,RT @DigiEconomist: My latest research shows that Ethereum’s merge reduced the network’s energy consumption by at least 99.84%! It's time fo…,rt digieconomist late research show ethereum merge reduce network energy consumption time fo,0.057,0.707,0.237,1.0
541,RT @erewhon4ever: some of my FB 'friends' are apparently volunteer social credit shock troops policing my home-heating choices &amp; energy con…,rt erewhonever fb friend apparently volunteer social credit shock troop police home heating choice energy con,0.057,0.706,0.237,1.0
542,"@StefanieBe_ Leaving a light on for months?? Hell no!! The energy consumption!!! 😤 If you want that feeling, give your house key to a friend and ask them to turn on the light for you when you are going to arrive from a long trip or if they can, they wait for you home",stefaniebe leave light month hell energy consumption want feeling house key friend ask turn light go arrive long trip wait home,0.058,0.706,0.237,1.0
543,"RT @hubermanlab: If caffeine gives you the jitters, take 100mg Theanine alongside it. This is actually the approach many energy drink (and…",rt hubermanlab caffeine give jitter mg theanine alongside actually approach energy drink,0.057,0.706,0.237,1.0
544,RT @AHQ300: President of #Pakistan 🇵🇰Dr.Arif Alvi has urged the need to bring about an attitudinal shift from rapid consumption to conservi…,rt ahq president pakistan dr arif alvi urge need bring attitudinal shift rapid consumption conservi,0.057,0.706,0.236,1.0
545,"RT @hubermanlab: If caffeine gives you the jitters, take 100mg Theanine alongside it. This is actually the approach many energy drink (and…",rt hubermanlab caffeine give jitter mg theanine alongside actually approach energy drink,0.057,0.706,0.236,1.0
546,"RT @hubermanlab: If caffeine gives you the jitters, take 100mg Theanine alongside it. This is actually the approach many energy drink (and…",rt hubermanlab caffeine give jitter mg theanine alongside actually approach energy drink,0.057,0.707,0.236,1.0
547,"RT @hubermanlab: If caffeine gives you the jitters, take 100mg Theanine alongside it. This is actually the approach many energy drink (and…",rt hubermanlab caffeine give jitter mg theanine alongside actually approach energy drink,0.057,0.707,0.236,1.0
548,"RT @hubermanlab: If caffeine gives you the jitters, take 100mg Theanine alongside it. This is actually the approach many energy drink (and…",rt hubermanlab caffeine give jitter mg theanine alongside actually approach energy drink,0.057,0.707,0.236,1.0
549,"RT @hubermanlab: If caffeine gives you the jitters, take 100mg Theanine alongside it. This is actually the approach many energy drink (and…",rt hubermanlab caffeine give jitter mg theanine alongside actually approach energy drink,0.057,0.707,0.236,1.0
